ID,DESCRIPTION,Attribut1,Additional Feature,Application,Characteristic,Temp,Height,Length in mm,Rating,Material,Size,Code,Joule-integral-Nom (J),LC Risk,Maximum AC Voltage Rating,Maximum DC Voltage Rating,Maximum Power Dissipation,Mounting,Mounting Feature,Number of Terminals,Operating Temperature-Max (Cel),Operating Temperature-Min (Cel),Physical Dimension,Pre-arcing time-Min (ms),Product Diameter,Product Length,Rated Breaking Capacity (A),Rated Current (A),Rated Voltage (V),Rated Voltage(AC) (V),Rated Voltage(DC) (V),Attribut1_Original
A688,"Indicator Chip Very Fast Movement 0.375A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 0.375A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0035",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,0.375A,Epoxy Glass,NANO,e3,0.0035J,Low,,32V,0.03174W,Surface Mount,SURFACE MOUNT,2.0,90Cel,-55Cel,1.04mm  x  0.56mm  x  0.38mm,,,1.04(Max)mm,35A,0.375A,32V,,32V,Very Fast
A689,"Indicator Chip Very Fast Movement 0.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 0.5A, 32VDC, 35A (IR), Supplemental, Surface Mount, 0402",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,0.5A,Epoxy Glass,1.04 X 0.56 X 0.38mm,e3,0.0053J,Low,,32V,0.04668W,Surface Mount,SURFACE MOUNT,2.0,90Cel,-55Cel,0.99mm  x  0.51mm  x  0.3mm,,,1.04(Max)mm,35A,0.5A,32V,,32V,Very Fast
A690,"Indicator Chip Very Fast Movement 0.5A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 0.5A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0053",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,0.5A,Epoxy Glass,NANO,e3,0.0053J,Low,,32V,0.04668W,Surface Mount,SURFACE MOUNT,2.0,90Cel,-55Cel,1.04mm  x  0.56mm  x  0.38mm,,,1.04(Max)mm,35A,0.5A,32V,,32V,Very Fast
A691,"Indicator Chip Very Fast Movement 0.75A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Fast Blow, 0.75A, 32VDC, 35A (IR), Surface Mount",Very Fast,RATED BREAKING CAPACITY AT 32 VDC: 35 A,Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,FAST,0.51mm,0.3mm,0.99mm,0.75A,Epoxy Glass,1.04 X 0.56 X 0.38mm,e3,0.012J,Low,,32V,0.07638W,Surface Mount,SURFACE MOUNT,2.0,90Cel,-55Cel,0.99mm  x  0.51mm  x  0.3mm,,,1.04(Max)mm,35A,0.75A,,,32V,Very Fast
A692,"Indicator Chip Very Fast Movement 0.75A 32V SMD Solder Pad 0402 Epoxy Glass T/R CSA Electric Indicator, Very Fast Blow, 0.75A, 32VDC, 35A (IR), Surface Mount, NANO",Very Fast,"RATED BREAKING CAPACITY AT 32 VDC: 35 A, JOULE-INTEGRAL-NOM AT 32 VDC: 0.0120",Battery Pack|Cell Phone|Digital Camera|DVD Player|Hard Disk Drive,VERY FAST,0.56mm,0.38mm,1.04mm,0.75A,Epoxy Glass,NANO,e3,0.012J,Low,,32V,0.07638W,Surface Mount,SURFACE MOUNT,2.0,90Cel,-55Cel,1.04mm  x  0.56mm  x  0.38mm,,,1.04(Max)mm,35A,0.75A,32V,,32V,Very Fast
A693,"Indicator Chip Fast Movement 1A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,1A,Ceramic,1206,e3,0.1J,Low,63V,63V,0.415(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,1A,63V,63V,63V,Fast
A694,,Fast,NA,Automotive Electronic|Data Modem|LCD Display|Scanners,,,,,1A,Ceramic,3.12 X 1.67 X 0.84mm,,,,63V,63V,0.415(Typ)W,Surface Mount,,2.0,,,,,,3.12mm,,,,,,Fast
A695,"Indicator Chip Fast Movement 2A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 2A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,2A,Ceramic,1206,e3,0.144J,Low,63V,63V,0.345(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,2A,63V,63V,63V,Fast
A696,"Indicator Chip Fast Movement 3A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 3A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 35 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,3A,Ceramic,1206,e2,0.4J,Low,32V,32V,0.462(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,3A,35V,32V,35V,Fast
A697,"Indicator Chip Fast Movement 4A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 4A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 35 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,4A,Ceramic,1206,e3,1.024J,Low,32V,32V,0.618(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,4A,35V,32V,35V,Fast
A698,"Indicator Chip Fast Movement 5A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 5A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 35 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,5A,Ceramic,1206,e3,1.936J,Low,32V,32V,0.484(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,5A,35V,32V,35V,Fast
A699,"Indicator Chip Fast Movement 7A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 7A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 35 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,7A,Ceramic,1206,e3,4.9J,Low,32V,32V,0.76(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,7A,35V,32V,35V,Fast
A700,"Indicator Chip Fast Movement 8A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 8A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 35 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,8A,Ceramic,1206,e3,6.4J,Low,32V,32V,0.539(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,8A,35V,32V,35V,Fast
A701,"Indicator Chip Fast Movement 1.5A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,1.5A,Ceramic,1206,e3,0.324J,Low,63V,63V,0.579(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,1.5A,63V,63V,63V,Fast
A702,,Fast,NA,Automotive Electronic|Data Modem|LCD Display|Scanners,,,,,1.5A,Ceramic,3.12 X 1.67 X 0.84mm,,,,63V,63V,0.579(Typ)W,Surface Mount,,2.0,,,,,,3.12mm,,,,,,Fast
A703,"Indicator Chip Fast Movement 2.5A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 2.5A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 35 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,2.5A,Ceramic,1206,e3,0.225J,Low,32V,32V,0.363(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,2.5A,35V,32V,35V,Fast
A704,"Indicator Chip Fast Movement 3.5A 32V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 3.5A, 32VAC, 35VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 35 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,3.5A,Ceramic,1206,e3,0.576J,Low,32V,32V,0.56(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,3.5A,35V,32V,35V,Fast
A705,"Indicator Chip Fast Movement 1.25A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.25A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,1.25A,Ceramic,1206,e3,0.256J,Low,63V,63V,0.496(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.2mm,50A,1.25A,63V,63V,63V,Fast
A706,"Indicator Chip Fast Movement 1.75A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.75A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,1.75A,Ceramic,1206,e2,0.075J,Low,63V,63V,0.474(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,1.75A,63V,63V,63V,Fast
A707,"Indicator Chip Fast Movement 0.25A 125V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.25A, 125VAC, 125VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,0.25A,Ceramic,1206,e3,0.003J,Low,125V,125V,0.195(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,0.25A,125V,125V,125V,Fast
A708,"Indicator Chip Fast Movement 0.375A 125V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.375A, 125VAC, 125VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 125 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,0.375A,Ceramic,1206,e3,0.01J,Low,125V,125V,0.225(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.12mm,50A,0.375A,125V,125V,125V,Fast
A709,"Indicator Chip Fast Movement 0.5A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.5A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,0.5A,Ceramic,1206,e3,0.018J,Low,63V,63V,0.26(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.2mm,50A,0.5A,63V,63V,63V,Fast
A710,"Indicator Chip Fast Movement 0.75A 63V SMD Solder Pad 1206 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.75A, 63VAC, 63VDC, 50A (IR), Surface Mount, 1206",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Data Modem|LCD Display|Scanners,FAST,1.63mm,0.82mm,3.2mm,0.75A,Ceramic,1206,e3,0.064J,Low,63V,63V,0.335(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,3.2mm  x  1.63mm  x  0.82mm,,,3.2mm,50A,0.75A,63V,63V,63V,Fast
A711,"Indicator 1A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 1A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,1A,Ceramic,603,e3,0.0593J,Low,,32V,0.351W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,1A,63V,,32V,Fast
A712,,Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,,,,,1A,Ceramic,1.58 X 0.85 X 0.5mm,,,,32V,63V,0.351W,Surface Mount,,2.0,,,,,,1.58mm,,,,,,Fast
A713,"Indicator 2A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 2A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,2A,Ceramic,603,e3,0.149J,High,,32V,0.214W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,2A,32V,12V,32V,Fast
A714,,Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,,,,,2A,Ceramic,1.58 X 0.85 X 0.5mm,,,,12V,32V,0.214W,Surface Mount,,2.0,,,,,,1.58mm,,,,,,Fast
A715,"Indicator Chip Fast Movement 2A 32V SMD Solder Pad 0603 1.58 X 0.83 X 0.5mm Ceramic T/R Electric Indicator, Fast Blow, 2A, 12VAC, 32VDC, 50A (IR), Surface Mount",Fast,PRE ARCING TIME: OPEN WITHIN 5 SEC AT 250% RATED CURRENT,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.83mm,0.508mm,1.582mm,2A,Ceramic,1.58 X 0.83 X 0.5mm,,0.181J,Low,32V,32V,0.22(Typ)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.582mm  x  0.83mm  x  0.508mm,,,1.58mm,50A,2A,,12V,32V,Fast
A716,"Indicator 3A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 3A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,3A,Ceramic,603,e3,0.2922J,High,,32V,0.279W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,3A,32V,12V,32V,Fast
A717,,Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,,,,,3A,Ceramic,1.58 X 0.85 X 0.5mm,,,,12V,32V,0.279W,Surface Mount,,2.0,,,,,,1.58mm,,,,,,Fast
A718,,Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,,,,,3A,Ceramic,1.58 X 0.83 X 0.5mm,,,,32V,32V,0.246(Typ)W,Surface Mount,,2.0,,,,,,1.58mm,,,,,,Fast
A719,"Indicator 4A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 4A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,4A,Ceramic,603,e3,0.692J,High,,32V,0.316W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,4A,32V,12V,32V,Fast
A720,,Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,,,,,4A,Ceramic,1.58 X 0.85 X 0.5mm,,,,12V,32V,0.316W,Surface Mount,,2.0,,,,,,1.58mm,,,,,,Fast
A721,,Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,,,,,4A,Ceramic,1.58 X 0.83 X 0.5mm,,,,32V,32V,0.3(Typ)W,Surface Mount,,2.0,,,,,,1.58mm,,,,,,Fast
A722,"Indicator 5A 32V Fast Movement 2-Pin T/R Electric Indicator, Fast Blow, 5A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,5A,Ceramic,603,e3,0.7398J,High,,32V,0.37W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,5A,32V,12V,32V,Fast
A723,,Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,,,,,5A,Ceramic,1.58 X 0.83 X 0.5mm,,,,32V,32V,0.36(Typ)W,Surface Mount,,2.0,,,,,,1.58mm,,,,,,Fast
A724,"Indicator Chip Fast Movement 6A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 6A, 12VAC, 24VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 24 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,6A,Ceramic,603,e3,1.3838J,High,,32V,0.432(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,6A,24V,12V,24V,Fast
A725,,Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,,,,,6A,Ceramic,1.58 X 0.85 X 0.5mm,,,,12V,24V,0.432W,Surface Mount,,2.0,,,,,,1.58mm,,,,,,Fast
A726,,Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,,,,,6A,Ceramic,1.58 X 0.83 X 0.5mm,,,,24V,24V,0.42(Typ)W,Surface Mount,,2.0,,,,,,1.58mm,,,,,,Fast
A727,"Indicator Chip Fast Movement 1.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.5A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,1.5A,Ceramic,603,e3,0.0902J,Low,,32V,0.552(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,1.5A,63V,,32V,Fast
A728,"Indicator Chip Fast Movement 2.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 2.5A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,2.5A,Ceramic,603,e3,0.1977J,High,,32V,0.238(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,2.5A,32V,12V,32V,Fast
A729,,Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,,,,,2.5A,Ceramic,1.58 X 0.85 X 0.5mm,,,,12V,32V,0.238W,Surface Mount,,2.0,,,,,,1.58mm,,,,,,Fast
A730,,Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,,,,,2.5A,Ceramic,1.58 X 0.83 X 0.5mm,,,,32V,32V,0.235(Typ)W,Surface Mount,,2.0,,,,,,1.58mm,,,,,,Fast
A731,"Indicator Chip Fast Movement 3.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 3.5A, 12VAC, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,3.5A,Ceramic,603,e3,0.4752J,High,,32V,0.287(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,3.5A,32V,12V,32V,Fast
A732,,Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,,,,,3.5A,Ceramic,1.58 X 0.85 X 0.5mm,,,,12V,32V,0.287W,Surface Mount,,2.0,,,,,,1.58mm,,,,,,Fast
A733,,Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,,,,,3.5A,Ceramic,1.58 X 0.83 X 0.5mm,,,,32V,32V,0.273(Typ)W,Surface Mount,,2.0,,,,,,1.58mm,,,,,,Fast
A734,"Indicator Chip Fast Movement 1.25A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.25A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,1.25A,Ceramic,603,e3,0.051J,Low,,32V,0.456(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,1.25A,63V,,32V,Fast
A735,"Indicator Chip Fast Movement 1.25A 32V SMD Solder Pad 0603 1.58 X 0.85 X 0.5mm Ceramic T/R Electric Indicator, Fast Blow, 1.25A, 32VAC, 63VDC, 50A (IR), Surface Mount",Fast,PRE ARCING TIME: OPEN WITHIN 5 SEC AT 250% RATED CURRENT,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,FAST,0.85mm,0.51mm,1.58mm,1.25A,Ceramic,1.58 X 0.85 X 0.5mm,,0.051J,Low,32V,63V,0.456W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.58mm  x  0.85mm  x  0.51mm,,,1.58mm,50A,1.25A,,32V,63V,Fast
A736,"Indicator Chip Fast Movement 1.75A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 1.75A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,1.75A,Ceramic,603,e2,0.144J,Low,,32V,0.54(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,1.75A,63V,,32V,Fast
A737,,Fast,NA,Automotive Navigation System|Battery Management System|Cluster|LED Head Light,,,,,1.75A,Ceramic,1.58 X 0.85 X 0.5mm,,,,32V,32V,0.54W,Surface Mount,,2.0,,,,,,1.58mm,,,,,,Fast
A738,"Indicator Chip Fast Movement 0.25A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.25A, 63VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 63 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,0.25A,Ceramic,603,e3,0.0017J,Low,,32V,0.138(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,0.25A,63V,,63V,Fast
A739,,Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,,,,,0.25A,Ceramic,1.54 X 0.85 X 0.5mm,,,,,32V,0.138(Nom)W,Surface Mount,,2.0,,,,,,1.54mm,,,,,,Fast
A740,"Indicator Chip Fast Movement 0.375A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.375A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,0.375A,Ceramic,603,e3,0.0041J,Low,,32V,0.183(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,0.375A,63V,,32V,Fast
A741,,Fast,NA,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,,,,,0.375A,Ceramic,1.54 X 0.85 X 0.5mm,,,,,32V,0.183(Nom)W,Surface Mount,,2.0,,,,,,1.54mm,,,,,,Fast
A742,"Indicator Chip Fast Movement 0.5A 32V SMD Solder Pad 0603 Ceramic T/R CSA/UL Electric Indicator, Fast Blow, 0.5A, 32VDC, 50A (IR), Surface Mount, 0603",Fast,RATED BREAKING CAPACITY AT 32 VDC: 50 A,Automotive Electronic|Battery Pack|Handheld Electronic|Hard Disk Drive,FAST,0.85mm,0.5mm,1.54mm,0.5A,Ceramic,603,e3,0.01J,Low,,32V,0.243(Nom)W,Surface Mount,SURFACE MOUNT,2.0,150Cel,-55Cel,1.54mm  x  0.85mm  x  0.5mm,,,1.54mm,50A,0.5A,63V,,32V,Fast
